Date	Time0	Sensor0	Time1	Sensor1	Time2	Sensor2	Time3	Sensor3	Time4	Sensor4	Time5	Sensor5	Time6	Sensor6	Time7	Sensor7	Time8	Sensor8	Time9	Sensor9	Time10	Sensor10	Time11	Sensor11	
01/30/2012	17:38:02	2440.571189	17:38:02	2412.267000	17:38:03	2389.325610	17:38:03	2155.927959	17:38:04	2127.612866	17:38:05	1957.400722	17:38:05	2041.678270	17:38:06	2162.629090	17:38:07	2221.392057	17:38:08	2053.583077	17:38:08	2053.298546	17:38:09	2146.835686	
01/30/2012	17:40:02	2439.487772	17:40:02	2411.201333	17:40:03	2388.274222	17:40:03	2155.016368	17:40:04	2126.717557	17:40:05	1954.201226	17:40:05	2038.575668	17:40:06	2159.274971	17:40:07	2217.912207	17:40:07	2050.172205	17:40:08	2050.172205	17:40:09	2143.514965	
01/30/2012	17:42:02	2438.405037	17:42:02	2410.491257	17:42:03	2387.223486	17:42:03	2153.801732	17:42:04	2125.524609	17:42:05	1951.274430	17:42:06	2035.198222	17:42:06	2155.624037	17:42:07	2214.439867	17:42:08	2047.052260	17:42:08	2046.768945	17:42:09	2140.201246	
01/30/2012	17:44:02	2437.683592	17:44:02	2409.426699	17:44:03	2386.173401	17:44:03	2152.891369	17:44:04	2124.630495	17:44:05	1948.353428	17:44:05	2032.108818	17:44:06	2152.588032	17:44:07	2211.289690	17:44:08	2044.221479	17:44:08	2043.938690	17:44:09	2137.194830	
01/30/2012	17:46:02	2436.241611	17:46:02	2408.362804	17:46:03	2385.123967	17:46:04	2151.678369	17:46:04	2123.439138	17:46:05	1945.438202	17:46:06	2029.305722	17:46:06	2149.557862	17:46:07	2208.145682	17:46:08	2041.113689	17:46:08	2040.831477	17:46:09	2134.194165	
01/30/2012	17:48:02	2435.521074	17:48:02	2407.299574	17:48:03	2384.075183	17:48:03	2151.072218	17:48:04	2122.546217	17:48:05	1942.792995	17:48:05	2026.507805	17:48:06	2146.835686	17:48:07	2205.321334	17:48:07	2038.293927	17:48:08	2038.012238	17:48:09	2131.199236	
01/30/2012	17:50:02	2434.800839	17:50:02	2406.591122	17:50:03	2383.376355	17:50:03	2149.860617	17:50:04	2121.653806	17:50:05	1940.152535	17:50:06	2023.715050	17:50:06	2143.816560	17:50:07	2202.188996	17:50:07	2035.760608	17:50:08	2035.479389	17:50:09	2128.508688	
01/30/2012	17:52:02	2433.721052	17:52:02	2405.528996	17:52:03	2382.328654	17:52:03	2148.952527	17:52:04	2120.761905	17:52:05	1937.780169	17:52:05	2021.205975	17:52:06	2141.104294	17:52:07	2199.687531	17:52:08	2032.950759	17:52:08	2032.950759	17:52:09	2125.822761	
01/30/2012	17:54:01	2433.001572	17:54:02	2404.821280	17:54:03	2381.281601	17:54:03	2148.347425	17:54:04	2119.870513	17:54:05	1935.674610	17:54:05	2018.701059	17:54:06	2138.697318	17:54:07	2196.878049	17:54:07	2030.706622	17:54:08	2030.426339	17:54:09	2123.439138	
01/30/2012	17:56:02	2432.282392	17:56:02	2404.113858	17:56:03	2380.583927	17:56:03	2147.440207	17:56:04	2118.979631	17:56:05	1933.309462	17:56:05	2016.477953	17:56:06	2136.294028	17:56:07	2194.384870	17:56:07	2028.185935	17:56:08	2027.906117	17:56:09	2121.059148	
